USERID,"ID: Newspaper reading, total time on average weekday","Newspaper reading, total time on average weekday",ID: Personal use of internet/e-mail/www,Personal use of internet/e-mail/www,"ID: How often socially meet with friends, relatives or colleagues","How often socially meet with friends, relatives or colleagues",ID: Gender,Gender,"Age of respondent, calculated",ID: Highest level of education,Highest level of education,ID: Employment relation,Employment relation,ID: Occupation,Occupation,ID: Important to try new and different things in life,Important to try new and different things in life,ID: Important to do what is told and follow rules,Important to do what is told and follow rules,ID: Important to understand different people,Important to understand different people,ID:Important to make own decisions and be free,Important to make own decisions and be free,ID: Important to be successful and that people recognize achievements,Important to be successful and that people recognize achievements,ID: Important to seek adventures and have an exciting life,Important to seek adventures and have an exciting life,ID: Important to behave properly,Important to behave properly,ID: Important to get respect from others,Important to get respect from others,ID: Important to care for nature and environment,Important to care for nature and environment,ID: Important to follow traditions and customs,Important to follow traditions and customs,ID: Hard to be hopeful about the future of the world,Hard to be hopeful about the future of the world,ID: Feel close to the people in local area,Feel close to the people in local area
2-1018,1,"Less than 0,5 hour",6,Several times a week,5,Once a week,1,Male,44,3,Upper secondary education completed (ISCED 3),1,Employee,7233,Agric- or industrmachine mechanic and fitter,2,Like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,2,Like me,4,A little like me,,,,
2-1019,1,"Less than 0,5 hour",5,Once a week,7,Every day,2,Female,47,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,3,Somewhat like me,5,Not like me,4,A little like me,4,A little like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,,,,
2-1020,1,"Less than 0,5 hour",1,Never use,6,Several times a week,1,Male,28,3,Upper secondary education completed (ISCED 3),1,Employee,3115,Mechanical engineering technicians,5,Not like me,5,Not like me,5,Not like me,4,A little like me,5,Not like me,3,Somewhat like me,5,Not like me,4,A little like me,2,Like me,4,A little like me,,,,
2-1021,2,"0,5 hour to 1 hour",1,Never use,3,Once a month,1,Male,39,3,Upper secondary education completed (ISCED 3),1,Employee,7233,Agric- or industrmachine mechanic and fitter,4,A little like me,2,Like me,3,Somewhat like me,2,Like me,5,Not like me,1,Very much like me,3,Somewhat like me,3,Somewhat like me,5,Not like me,4,A little like me,,,,
2-1022,1,"Less than 0,5 hour",7,Every day,6,Several times a week,2,Female,20,3,Upper secondary education completed (ISCED 3),9,No answer,99999,No answer,2,Like me,4,A little like me,5,Not like me,2,Like me,2,Like me,4,A little like me,5,Not like me,2,Like me,2,Like me,2,Like me,,,,
2-1023,2,"0,5 hour to 1 hour",1,Never use,3,Once a month,2,Female,57,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,1,Very much like me,4,A little like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,,,,
2-1024,0,No time at all,7,Every day,4,Several times a month,1,Male,42,3,Upper secondary education completed (ISCED 3),1,Employee,3115,Mechanical engineering technicians,2,Like me,4,A little like me,6,Not like me at all,1,Very much like me,2,Like me,1,Very much like me,6,Not like me at all,6,Not like me at all,3,Somewhat like me,6,Not like me at all,,,,
2-1025,1,"Less than 0,5 hour",1,Never use,4,Several times a month,2,Female,66,3,Upper secondary education completed (ISCED 3),1,Employee,3118,Draughtspersons,2,Like me,4,A little like me,4,A little like me,1,Very much like me,2,Like me,1,Very much like me,3,Somewhat like me,5,Not like me,2,Like me,3,Somewhat like me,,,,
2-1026,1,"Less than 0,5 hour",1,Never use,2,Less than once a month,2,Female,78,5,Tertiary education completed (ISCED 5-6),1,Employee,2411,Accountants,3,Somewhat like me,4,A little like me,4,A little like me,3,Somewhat like me,6,Not like me at all,6,Not like me at all,6,Not like me at all,3,Somewhat like me,4,A little like me,4,A little like me,,,,
2-1027,0,No time at all,4,Several times a month,6,Several times a week,1,Male,17,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,4,A little like me,4,A little like me,4,A little like me,4,A little like me,5,Not like me,4,A little like me,6,Not like me at all,5,Not like me,5,Not like me,6,Not like me at all,,,,
2-1028,0,No time at all,1,Never use,1,Never,1,Male,70,3,Upper secondary education completed (ISCED 3),1,Employee,7222,Tool-makers and related workers,6,Not like me at all,4,A little like me,5,Not like me,2,Like me,6,Not like me at all,6,Not like me at all,6,Not like me at all,1,Very much like me,3,Somewhat like me,2,Like me,,,,
2-1029,1,"Less than 0,5 hour",7,Every day,5,Once a week,2,Female,38,3,Upper secondary education completed (ISCED 3),1,Employee,3113,Electrical engineering technicians,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-1030,1,"Less than 0,5 hour",6,Several times a week,7,Every day,1,Male,17,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,2,Like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,,,,
2-1031,1,"Less than 0,5 hour",6,Several times a week,6,Several times a week,2,Female,30,3,Upper secondary education completed (ISCED 3),1,Employee,4122,Statistical and finance clerks,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-1032,3,"More than 1 hour, up to 1,5 hours",7,Every day,6,Several times a week,2,Female,41,5,Tertiary education completed (ISCED 5-6),1,Employee,2310,"Coll,univ, higher educ teaching prof",2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-1033,2,"0,5 hour to 1 hour",2,Less than once a month,6,Several times a week,2,Female,73,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,,,,
2-1034,0,No time at all,7,Every day,5,Once a week,1,Male,40,5,Tertiary education completed (ISCED 5-6),2,Self-employed,1226,"Managers transport,storage,communications",9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-1035,7,More than 3 hours,1,Never use,3,Once a month,1,Male,54,3,Upper secondary education completed (ISCED 3),1,Employee,4122,Statistical and finance clerks,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-1036,3,"More than 1 hour, up to 1,5 hours",1,Never use,4,Several times a month,1,Male,61,3,Upper secondary education completed (ISCED 3),1,Employee,3111,Chemical and physical science technicians,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-1037,2,"0,5 hour to 1 hour",1,Never use,7,Every day,1,Male,54,3,Upper secondary education completed (ISCED 3),1,Employee,7211,Metal moulders and coremakers,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,,,,
2-1038,5,"More than 2 hours, up to 2,5 hours",1,Never use,4,Several times a month,1,Male,66,3,Upper secondary education completed (ISCED 3),1,Employee,1233,Sales and marketing managers,2,Like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,5,Not like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,,,,
2-1039,0,No time at all,5,Once a week,7,Every day,2,Female,17,2,Lower secondary education completed (ISCED 2),1,Employee,3471,Decorators and commercial designers,2,Like me,5,Not like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,,,,
2-1040,2,"0,5 hour to 1 hour",1,Never use,2,Less than once a month,1,Male,78,3,Upper secondary education completed (ISCED 3),1,Employee,3113,Electrical engineering technicians,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-1041,2,"0,5 hour to 1 hour",7,Every day,7,Every day,1,Male,49,5,Tertiary education completed (ISCED 5-6),1,Employee,2130,Computing professionals,3,Somewhat like me,5,Not like me,4,A little like me,1,Very much like me,5,Not like me,6,Not like me at all,2,Like me,4,A little like me,1,Very much like me,3,Somewhat like me,,,,
2-1042,4,"More than 1,5 hours, up to 2 hours",0,No access at home or work,6,Several times a week,1,Male,78,5,Tertiary education completed (ISCED 5-6),1,Employee,1229,Managers not elsewhere classified,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,9,No answer,,,,
2-1043,0,No time at all,1,Never use,5,Once a week,1,Male,54,3,Upper secondary education completed (ISCED 3),1,Employee,7222,Tool-makers and related workers,1,Very much like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,,,,
2-1044,2,"0,5 hour to 1 hour",1,Never use,2,Less than once a month,1,Male,48,5,Tertiary education completed (ISCED 5-6),1,Employee,4122,Statistical and finance clerks,3,Somewhat like me,4,A little like me,3,Somewhat like me,1,Very much like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,,,,
2-1045,0,No time at all,6,Several times a week,5,Once a week,2,Female,16,2,Lower secondary education completed (ISCED 2),1,Employee,99999,No answer,2,Like me,4,A little like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,,,,
2-1046,2,"0,5 hour to 1 hour",7,Every day,5,Once a week,1,Male,36,5,Tertiary education completed (ISCED 5-6),1,Employee,100,Armed forces,1,Very much like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,,,,
2-1047,2,"0,5 hour to 1 hour",7,Every day,4,Several times a month,1,Male,38,3,Upper secondary education completed (ISCED 3),2,Self-employed,1233,Sales and marketing managers,3,Somewhat like me,4,A little like me,2,Like me,1,Very much like me,2,Like me,4,A little like me,3,Somewhat like me,2,Like me,1,Very much like me,1,Very much like me,,,,
2-1048,1,"Less than 0,5 hour",1,Never use,3,Once a month,2,Female,43,3,Upper secondary education completed (ISCED 3),1,Employee,8161,Power-production plant operators,2,Like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,,,,
2-1049,1,"Less than 0,5 hour",1,Never use,4,Several times a month,2,Female,71,3,Upper secondary education completed (ISCED 3),1,Employee,4131,Stock clerks,5,Not like me,4,A little like me,6,Not like me at all,5,Not like me,3,Somewhat like me,4,A little like me,5,Not like me,4,A little like me,2,Like me,4,A little like me,,,,
2-1050,1,"Less than 0,5 hour",0,No access at home or work,5,Once a week,2,Female,69,3,Upper secondary education completed (ISCED 3),1,Employee,4115,Secretaries,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,,,,
2-1051,0,No time at all,0,No access at home or work,4,Several times a month,1,Male,53,2,Lower secondary education completed (ISCED 2),1,Employee,7111,Miners and quarry workers,1,Very much like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-1052,1,"Less than 0,5 hour",0,No access at home or work,5,Once a week,1,Male,57,3,Upper secondary education completed (ISCED 3),1,Employee,7123,"Concrete placer,concrete finisher, rel workrs",4,A little like me,4,A little like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,,,,
2-1053,1,"Less than 0,5 hour",0,No access at home or work,3,Once a month,2,Female,45,3,Upper secondary education completed (ISCED 3),1,Employee,2411,Accountants,2,Like me,2,Like me,1,Very much like me,2,Like me,1,Very much like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,2,Like me,4,A little like me,,,,
2-1054,2,"0,5 hour to 1 hour",1,Never use,5,Once a week,1,Male,70,3,Upper secondary education completed (ISCED 3),1,Employee,7112,Shotfirers and blasters,3,Somewhat like me,4,A little like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,2,Like me,3,Somewhat like me,4,A little like me,,,,
2-1055,4,"More than 1,5 hours, up to 2 hours",0,No access at home or work,6,Several times a week,2,Female,68,2,Lower secondary education completed (ISCED 2),1,Employee,9132,"Helper,cleaner in office,hotel,other establ",3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,1,Very much like me,2,Like me,2,Like me,1,Very much like me,2,Like me,2,Like me,,,,
2-1056,1,"Less than 0,5 hour",7,Every day,6,Several times a week,1,Male,29,5,Tertiary education completed (ISCED 5-6),1,Employee,1222,Managers in manufacturing,1,Very much like me,5,Not like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,,,,
2-1057,1,"Less than 0,5 hour",7,Every day,5,Once a week,2,Female,34,5,Tertiary education completed (ISCED 5-6),1,Employee,4115,Secretaries,2,Like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,5,Not like me,1,Very much like me,3,Somewhat like me,1,Very much like me,4,A little like me,,,,
2-1058,2,"0,5 hour to 1 hour",1,Never use,5,Once a week,2,Female,59,2,Lower secondary education completed (ISCED 2),1,Employee,7433,"Tailors, dressmakers and hatters",4,A little like me,5,Not like me,4,A little like me,2,Like me,5,Not like me,5,Not like me,3,Somewhat like me,5,Not like me,2,Like me,3,Somewhat like me,,,,
2-1059,2,"0,5 hour to 1 hour",5,Once a week,4,Several times a month,2,Female,65,3,Upper secondary education completed (ISCED 3),1,Employee,3211,Life science technicians,2,Like me,3,Somewhat like me,2,Like me,2,Like me,5,Not like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-1060,2,"0,5 hour to 1 hour",1,Never use,6,Several times a week,1,Male,63,2,Lower secondary education completed (ISCED 2),1,Employee,8324,Heavy truck and lorry drivers,2,Like me,5,Not like me,5,Not like me,2,Like me,5,Not like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,,,,
2-1061,1,"Less than 0,5 hour",6,Several times a week,4,Several times a month,1,Male,38,3,Upper secondary education completed (ISCED 3),1,Employee,4213,Bookmakers and croupiers,2,Like me,5,Not like me,5,Not like me,1,Very much like me,4,A little like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,2,Like me,,,,
2-1062,3,"More than 1 hour, up to 1,5 hours",1,Never use,4,Several times a month,2,Female,64,5,Tertiary education completed (ISCED 5-6),1,Employee,99999,No answer,5,Not like me,5,Not like me,3,Somewhat like me,4,A little like me,5,Not like me,5,Not like me,3,Somewhat like me,5,Not like me,2,Like me,2,Like me,,,,
2-1063,1,"Less than 0,5 hour",1,Never use,5,Once a week,2,Female,55,3,Upper secondary education completed (ISCED 3),1,Employee,4122,Statistical and finance clerks,3,Somewhat like me,5,Not like me,3,Somewhat like me,1,Very much like me,5,Not like me,4,A little like me,3,Somewhat like me,5,Not like me,2,Like me,3,Somewhat like me,,,,
2-1064,1,"Less than 0,5 hour",7,Every day,6,Several times a week,1,Male,36,5,Tertiary education completed (ISCED 5-6),1,Employee,2419,Business prof not elsewhere classified,2,Like me,6,Not like me at all,2,Like me,1,Very much like me,3,Somewhat like me,2,Like me,4,A little like me,3,Somewhat like me,2,Like me,5,Not like me,,,,
2-1065,2,"0,5 hour to 1 hour",1,Never use,4,Several times a month,1,Male,61,5,Tertiary education completed (ISCED 5-6),1,Employee,2221,Medical doctors,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,5,Not like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,,,,
2-1066,0,No time at all,1,Never use,5,Once a week,2,Female,50,2,Lower secondary education completed (ISCED 2),1,Employee,8221,"Pharmaceutical,toiletry-prod machine operat",1,Very much like me,4,A little like me,1,Very much like me,1,Very much like me,2,Like me,3,Somewhat like me,1,Very much like me,5,Not like me,1,Very much like me,5,Not like me,,,,
2-1067,1,"Less than 0,5 hour",4,Several times a month,4,Several times a month,1,Male,32,3,Upper secondary education completed (ISCED 3),1,Employee,7321,"Abrasive wheel former,potter and rel workers",6,Not like me at all,2,Like me,2,Like me,1,Very much like me,2,Like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,,,,
2-1068,1,"Less than 0,5 hour",1,Never use,6,Several times a week,2,Female,73,2,Lower secondary education completed (ISCED 2),1,Employee,9132,"Helper,cleaner in office,hotel,other establ",5,Not like me,2,Like me,4,A little like me,2,Like me,5,Not like me,6,Not like me at all,5,Not like me,1,Very much like me,3,Somewhat like me,4,A little like me,,,,
2-1069,4,"More than 1,5 hours, up to 2 hours",1,Never use,6,Several times a week,1,Male,81,3,Upper secondary education completed (ISCED 3),1,Employee,3415,Technical and commercial sales rep,2,Like me,1,Very much like me,2,Like me,1,Very much like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
2-1070,1,"Less than 0,5 hour",1,Never use,4,Several times a month,1,Male,48,3,Upper secondary education completed (ISCED 3),1,Employee,5132,Institution-based personal care workers,5,Not like me,3,Somewhat like me,2,Like me,2,Like me,5,Not like me,6,Not like me at all,5,Not like me,4,A little like me,2,Like me,4,A little like me,,,,
2-1071,1,"Less than 0,5 hour",6,Several times a week,7,Every day,1,Male,18,2,Lower secondary education completed (ISCED 2),9,No answer,99999,No answer,2,Like me,4,A little like me,3,Somewhat like me,2,Like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,2,Like me,3,Somewhat like me,,,,
